Index,Title,Content
812,Juri Gagarin,Juri Alekseievitx Gagarin errusieraz Юрий Алексеевич Гагарин ˈjʉrʲɪj ɐlʲɪˈksʲejɪvʲɪtɕ ɡɐˈɡarʲɪn ahoskatua Klushino Gzhatsketik gertu 1934ko martxoaren 9a  Novosyolovo 1968ko martxoaren 27a Sobietar Batasuneko kosmonauta izan zen 1961eko apirilaren 12an Gagarin espaziora bidaiatu zuen lehen gizaki izan zen Vostok 1 espazioontziaren barnean Lurraren orbita bat osatu zuenean Gagarinek nazioarteko ospe handia lortu zuen eta domina eta titulu asko jaso Sobietar Batasuneko Heroia barne bere nazioko ohorerik handiena  Haurtzaroa eta gaztaroa  Kluxino herrixkan jaio zen Gzhatsketik hurbil haren omenez 1968an hiriari Gagarin izena eman zioten Alexey Ivanovitx Gagarin eta Anna Timofejevna Gagarina gurasoek landetxe kooperatiba batean egiten zuten lan Amak liburuzale handia zen eta aita zurgin aparta Juri lau senideren artean hirugarrena zen Anaia nagusi Valentin hamar urtez zaharragoa zen eta Juri jaio zenean jada gurasoak laguntzen zituen Arreba nagusiak 1927an jaioa bera eta anaia gazteen Boris zaindu zituen gurasoak lanean ari ziren bitartean Bigarren Mundu Gerran naziek haien herrixka hartu zutenean familiaren etxea ofizial nazi batentzako etxebizitza izan zen Gagarindarrek 9 metro koadro inguruko buztinezko etxola bat egin zuen eta urte bat eta 9 hilabete eman zituzten han naziek alde egin arte 19443an Valentin eta Zoja anaiaarreba nagusiak Alemaniara bidali zituzten nazientzako eskulanak egiteko guda amaitutakoan itzuli ziren 1946ean familia Gzhatsk hirira bizitzera joan zen 1950ean 16 urte zituelarik Lyubertsi hirira Moskutik hurbil bizitzera joan zen baita ogibide bat ikastera ere Hurrengo urtean ikasketak bukatu zituen emaitza apartekin Gero Saratov hiriko Industria Eskola Teknikora ikastera joan zen Saskibaloia gustatzen zitzaion eta eskolako entrenatzaile eta epaile izan zen Metalgintzan aritu zen 1954 arte Urte horretan Saratoveko aeroklubean izena eman zuen boluntario gisa asteburuetan eta dirua irabazten zuen Volga ibaiko kaian Aeroklubean hegazkin txikiak pilotatzen ikasi zuen eta badirudi urte haietan errugbia asko gustatzen zitzaiola horregatik gerora Gagarin Akademian kirol hori praktikatzeko ohitura ezarri zen Elena alabak Jurik Bigarren Mundu Gerran hegazkinen maitasuna aurkitu zuela esan zuen Horri buruz istorio bat jakin da dirudienez hegazkin sobietar bat bere herri inguruan bota zuten eta Juri eta bere lagun bat gidariaren bila joan ziren eta nazien atzaparretatik ezkutatu zuten gidariaren lagun batek beste hegazkin batean bere bila etorri zen arte  Sobietar espazio programa  1955ean ikasketa teknikoak bukatu bezain laster Orenburgeko Pilotuen Eskola Militarrean sartu zen Yak18ak pilotatzen hasi zen baina gero MIG15 pilotatzen graduatu zen 1956ko otsailean Bi aldiz arazoak izan zituen lurra hartzerakoan urte haietan baina haren komandanteak beste aukera bat ematea erabaki zuen Instruktoreak kuxin bat jarri zion hobeto begira zezan eta primeran lurra hartu zuen Eskolan zela Moskuko Plaza Gorrira joan zen Langileen Eguna ospatzera Han Valentina Goriacheva ezagutu zuen Orenburgeko Medikuntza eskolan ikasitako erizaina Gagarinek hegalak lortu ostean 1957an ezkondu ziren Urte hartako urriaren 4an Sobietar Batasunak Sputnik 1 satelitea orbitan jarri zuenean espaziora inor baino lehenago heldu ziren Azaroaren 3an Sputnik 2 espazioontzia orbitan jarri zuten Laika txakurrarekin espaziora bidalitako lehen biziduna 1959ean Gagarin boluntario aurkeztu zen sobietar programan beste 3500 piloturekin Hogei aukeratu zituzten eta prestatzen hasi seik gainditu zuten eta azkenean bera geratu Orduan proba fisiko eta psikologiko asko eginarazi zizkioten erresistentzia neurtzeko German Titov eta Grigori Nelyubov lehiakide nagusiak izan zituen baina emaitza hobeak lortuta eta gainera 157m luze soilik zenez errazagoa zuen Vostok espazioontzi txikian lan egiteko German Titov bigarren pilotu geratu zen eta harekin batera joan zen astronauta jantziaz  Lehen mundubira espaziotik  Lurrari itzuli osoa egin zion espaziotik ia bi ordutan Pojekhali Abia gaitezen esanez abiatu zen Kaspiar Itsasotik gutxi gorabehera mila bat kilometro ekialdera eguerdian 607 UTC Ordu Unibertsal Koordinatuaren arabera Siberia osoa zeharkatu zuen eta ordu laurdenean heldu zen Kamtxatka penintsularaino Ozeano Barean sartzerakoan berehala aurkitu zuen gaua 637 UTC ilunpean ozeano osoa ordu betean zeharkatu eta Magallaes itsasartetik pasa ondoren egunsentia ikusi zuen 710 UTC Atlantikoa beste ordu laurden batean zeharkatu eta Angolaren kosta aldetik pasatzerakoan abiadura moteltzeko atzeko koheteak piztu zituen Atmosferan berriro sartzerakoan espero gabeko biraketa gogorrak gertatu ondoren balaztatzelana eginda atzeko koheteen moduluak askatzea lortu zuen Egipto gainean 735 UTC Mediterraneo eta Kaspiar itsasoetatik pasa ondoren ontzia utzi zuen Gagarinek eserlekutik jaurtikita 755 UTC 7000 metroko altueran Jausgailua zabalduta 10 minutuan lurrera heldu zen arazorik gabe 805 UTC Teorian ia abiatzetoki berera itzuli behar zen baina planeta ekialdera bira egiten duenez mendebalderago lurreratu zen 40000 km egin eta gero Kaspiar Itsasotik ekialdera ez iparraldera baizik Nekazari baten etxe alboan lurreratu zen Sobietarra naiz Telefonoz deitu behar dut Moskura esan zien estralurtar baten iritsiera ikusi zuten lehenengoei  Espaziobidaiaren ostean  Heroi nazionala bihurtu zen Mundu osoko aldizkariek haren argazkia eta biografia atera zuten eta pertsonaia famatuena bilakatu zen 1961eko apirilaren 14ean Moskuko kaleetan 14 kilometroko ibilbidea egin zuen ofizialekin batera Kremlineraino Han hitzaldi labur baten ostean Nikita Khrushchevek Sobietar Batasunaren Heroiaren domina eman zion Halaber Sobietar Batasuneko beste hiri batzuetan jende pila bildu zen 1961eko apirilaren 15ean Moskun eta Sobietar Zientzia Akademiaren ofizialekin batera prentsaren erantzunak erantzun zituen Vostok 1 misioa eta hiru hilabete ondoren Britainia Handira joan zen Londres eta Manchesterrera Manchesterren euri jasa ikaragarria egin zuen baina euritakorik gabe joan zen kotxean jende guztia ikusteko Lehenengo lau hilabeteetan beste herrialde hauetan ere egon zen Brasil Bulgaria Kanada Kuba Txekoslovakia Finlandia Hungaria eta Islandian  Bizitza  Gaztetan galdaralangile zen Lyubertsyko altzairuinstalazio batean Geroago Sobietar Aireko Indarretan pilotu sartu zen eta Luostari Aireko Basera bidali zuten Norvegiako mugatik gertu Sobietar Batasuneko beste bost kosmonautaren espazioprogramarako hautatu aurretik Espazioko hegaldiaren ondoren Gagarin Kosmonauten Prestakuntza Zentroko heziketazuzendariorde bihurtu zen geroago bere izena zuen zentroak Batasuneko Sobietean diputatu ere hautatu zuten 1962an eta gero Nazionalitateen Sobietean ere bai SESBeko Sobiet Goreneko behe eta goi mailako kamerak hurrenez hurren Vostok 1 izan zen Gagarinen espaziohegalaldi bakarra baina Sojuz 1 misiorako ordezko taldean ere egon zen gero Misioa istripu larrian amaitu zen eta haren lagun eta kide Vladimir Komarov kosmonauta hil zen Gagarinen bizitzaz beldur zirela eta sobietar funtzionarioek betiko debekatu zioten beste espaziohegaldirik egitea Zhukovskyko Aire Indarraren Ingeniaritza Akademian beharrezko entrenamendua amaitu ondoren 1968ko otsailaren 17an hegazkin arrunt bat pilotatzen utzi zioten Bost aste geroago hil zen MiG15 entrenamenduhegazkina Vladimir Seryogin hegaldiirakaslearen gidaritzapean zebilela Kirzhach hiritik gertu erori ziren  Heriotzaren inguruabarrak  Lehen unetik sekretuak izan ziren Hiru ikerketa egin ziren bata KGB inteligentzi agentziak egina bestea Gobernuko Ofizialen batzordeak eta azkena Aireko Indarrak Gagarinen biografia idatzi zuten Jamie Doran eta Piers Bizony KGBk beste bi ikerketen kontra joan zela esan zuten Liburuaren izenburua honako hau da Izarretako gizona egia Juri Gagarin kondairaren atzean 2003ko martxoan KGBren txostena desklasifikatu zen Txostenean eguraldia txarrera aldatu zela argi geratzen da eta gainera fuel deposituak hegazkinera itsatsita utzi zituzten eta bi gauzak eragina izan zutela dio Hala ere lau urte geroago beste ikerketa bat egiteko asmoa izan zen baina Kremlinak ez zuen ikerketa berria baimendu 2011ko apirilean beste dokumentu batzuk desklasifikatu ziren eta haietan maniobra kritiko bat egin zutela esaten da  Monumentuak muralak eta estatuak  Haren omenezko monumentuak errusiar hiriotan daude Orenburg Txeboksary Irkutsk Izhevsk Amurreko Komsomolsk eta Yoshkar Ola Orobat Errusiatik kanpoko hiriotan daude Duzkivska Ukraina Nikosia Zipre Karaganda Kazakhstan eta Tiraspol Moldavia 1980ko ekainaren 4ean Moskun Gagarin enparantzan haren omenezko estatua paratu zuten 38 metro luze da eta titanioz eginda dago Atzealdean itzultzeko erabili zuen moduluaren erreplika dago 2011n estatua bat jarri zuten Admiralty Archen Londresen Estatua James Cook kapitainaren aurrean zegoen baina 2013an Greenwichera mugitu zuten 2008ko apirilean Belgraden estatua bat jarri zioten Polemika ikaragarria sortu zuen lan hau bere burua oso txikia egin zuelako artistak eta Goran Vesicek esan zuen ez hiriak ezta Serbiako Kultura Ministerioak ezta lana ordaindu zuen fundazioak ere ez zekitela diseinuaren neurriak aurretik 2019ko abuztuan Jorit italiar artistak haren aurpegia margotu zuen Odintsovoko distrituan Errusian Haren omenezko munduko mural handiena da  50 urteurrena  2011n munduak haren bidaia omendu zuen Lehenengo orbita filma egin zen eta Nazioarteko Espazio Estaziotik bidali zuten Filma egiteko bidaiaren ibilbidea eta soinu grabaketak erabili ziren Han ziren 27 espedizioko errusiar italiar eta estatubatuar eskifaiak Gagarinen irudiko elastikoak jantzirik bideo bat grabatu zuten Grabaketan munduari Juriren zorion gaua ospatzeko mezua bidali zuten Errusiako Banku Zentralak urrezko eta zilarrezko txanponak egin zituen urteurrenaren omenez eta Soyuz TMA21 espazioontzia Gagarin izendatu zuten 2011ko apirilean 50 urte egiten zituenean Ukrainak zigilu bat atera zuen haren aurpegia eta Lurra erakusten  Galeria   Erreferentziak   Kanpo estekak  Juri Gagarin Sebastian Gartzia Trujillo Erlea aldizkaria 12 alea Euskaltzaindia
813,Marcianise,Marcianise Italiako udalerri bat da Casertako probintzian kokatuta dago Campania eskualdean 39792 biztanle ditu 3021 kilometro koadroko azaleran banatuta  Mugakideak  Marcianisek honako udalerri hauekin egiten du muga AcerraCaivanoCarinaroGricignano di AversaMaddaloniOrta di AtellaSan Marco EvangelistaSan Nicola la StradaSanta Maria Capua VetereSuccivoCapodriseMacerata CampaniaPortico di CasertaTeverola  Kanpo estekak 
814,Novillars,Novillars Frantziako udalerria da Doubs departamenduan dagoena FrancheComté eskualdean 2013an 1595 biztanle zituen  Demografia   Biztanleria  2007an Novillars udalerrian erroldatutako biztanleak 1612 ziren Familiak 523 ziren horien artean 135 pertsona bakarrekoak ziren 48 bakarrik bizi ziren gizonak eta 87 bakarrik bizi ziren emakumeak 147 semealabarik gabeko familiak ziren 178 semealabak dituzten bikoteak ziren eta 63 semealabak dituzten gurasobakarreko familiak ziren Biztanleriak denboran ondorengo grafikoan ageri den bilakaera izan du Ikus jatorrizko Wikidatako eskaera eta iturriak  Etxebizitza  2007an 553 etxebizitza zeuden 535 familiaren etxebizitza nagusia ziren 1 bigarren erresidentzia bat zen eta 17 hutsik zeuden 281 etxeak ziren eta 273 apartamentuak ziren 535 etxebizitza nagusietatik 261 bere jabearen bizilekua ziren 260 alokairuan okupaturik zeuden eta 15 doan lagata zeuden 14 etxek gela bat zuten 36 etxek bi zituzten 84 etxek hiru zituzten 158 etxek lau zituzten eta 244 etxek bost zituzten 349 etxek euren parking plaza propioa zuten azpian 265 etxetan ibilgailu bat zegoen eta 211 etxetan bat baino gehiago zituzten  Biztanleriapiramidea  2009an sexu eta adinaren araberako biztanleriapiramidea hau zen  Ekonomia  2007an lan egiteko adina zuten pertsonak 1132 ziren horien artean 742 aktiboak ziren eta 390 inaktiboak ziren 742 pertsona aktiboetatik 661 lanean zeuden 340 gizon eta 321 emakume eta 81 langabezian zeuden 52 gizon eta 29 emakume 390 pertsona inaktiboetatik 78 erretiraturik zeuden 79 ikasten zeuden eta 233 bestelako inaktibo gisa sailkaturik zeuden  Diru sarrerak  2009an Novillars udalerrian 520 unitate fiskal zeuden 1296 pertsonek osaturik Pertsona bakoitzeko dirusarrera fiskalaren mediana urteko 17522 euro zen  Ekonomia jarduerak  2007an zeuden 22 komertzioetatik 1 janari enpresa zen 7 eraikuntza enpresak ziren 9 ibilgailuen saltze eta konpontze enpresak ziren 1 ostalaritza eta jatetxe enpresa zen 2 administrazio publikoko enpresak ziren eta 2 beste zerbitzu jarduera batzuk multzoan sailkatutako enpresak ziren2009an zeuden norbanakoentzako 7 zerbitzu publikoetatik 1 igeltseroa zen 1 zurgina 2 iturginak 1 ile apaindegia eta 2 jatetxeak2009an zeuden 2 establezimendu komertzialetatik 1 okindegi zen eta 1 liburu denda zen  Hezkuntza eta osasun ekipamenduak  2009an psikiatriko 1 eta botika 1 bat zegoen 2009an haureskola 1 eta lehenhezkuntzako eskola 1 zegoen  Gertuen dauden herriak  Diagrama honek gertuen dauden herriak erakusten ditu  Erreferentziak   Kanpo estekak  FrantsesezRésumé statistique INSEEren udalerriko estatistiken laburpena FrantsesezÉvolution et structure de la population INSEEren udalerriko datuen fitxa FrantsesezFrance par comune Frantziako udalerri guztietako datu zehatzak mapa baten bitartez eskuragarri
815,Andy Gibb,Andrew Roy Andy Gibb Stretford 1958ko martxoaren 5a  Oxford 1988ko martxoaren 10a ingeles abeslari eta musikaria izan zen Barry Robin eta Maurice Gibben anaia gazteena izan zen 1958an Australiara joan zen familiarekin eta Ingalaterrara itzuli ziren 1967an 1970eko hamarkadan hasi zen musikan eta hamarkada amaieran nazioarteko arrakasta lortu zuen Bizitzaren amaieran drogamendekotasuna eta depresioa izan ziren ezaugarri nagusiak  Diskografia  Flowing Rivers RSO Records 1977 Shadow Dancing RSO 1978 After Dark RSO 1980 Andy Gibbs Greatest Hits RSO 1980 Andy Gibb Polydor Records 1991 Andy Gibb Millennium Polydor 2001  Kanpo estekak 
816,Urrixate jauregia,Urrizeta Urrixate edo Urrijate MarkinaXemeinen dagoen jauregia da Plazakola izeneko parajean  Historia  1489ko dokumentuetan bada etxearen berriGaur egungo jauregia 1662 urtean eraikia da lehenago bertan egondako dorretxe baten gaineanLehen Karlistaldian 183340 MarkinaXemeinen karlistek antolatu zuten atxilotzeeremuan Urrijate gaixotegi bezala erabili zen bertan karlisten aldeko gudariak zein liberalen aldeko presoak artatzen ziren bertan hildako gaixoak gehienak liberalak gaztelarrak eta Espainia hegoaldekoak Berriatuko kanposantuan ehortzi ziren Gero gaixotegia Markinako Bidarte dorrera aldatu zenUrrijate dorrea lurrez Xemein da baina elizaz Berriatuako parrokiaren menpekoa  Ezaugarriak  Urrixate landajauregi barrokoen adibide ona da Bere ezaugarri nabarmenen artean burdinsareak daudeFatxadan Ibarra Beitia eta Urrixate familien ezkutua dago kasko luma eta lanbrekinez hornitua  Plazakolako multzo arkitektonikoa  Adituen araberaPlazakolan biltzen diren eraikinen multzoa oso interesgarria da eta ikertzeak merezi du Burdinola Artibaiek puntu honetan egiten duen meandro estuak osatzen duen penintsula naturala ursaltoa egiteko baliatu zuen ia antapararik eraiki beharrik gabe Gaur egunean zentral hidroelektrikoa dago bertan 1796ko erroldan Plaza izeneko bi burdinola agertzen dira Presa Santo Domingo de Guzman edo Santa Rosa ermita katolikoa 1662 urtekoa Olagizonen eliza izateko eraiki omen zen Ermita barruan marmolezko hilobi bat dago armarriarekin eta bertan Panteón de la Familia Ibarra RIP irakur daiteke 1979an ezezagunen eraso bat jasan zuen sua hartuz eta santuen irudiak erreta 1991ean oso hondatua zegoen teilatua jausita eta ate barik Zubia Lekeitiotik eta MarkinaXemeindik datozen bideek bat egiten dute zubi honen bidez Artibai gainetik Berriatuarantz igarotzeko Urrixate jauregia Labetxea Urrixateren atze aldean Torretxu baserria Urrixateren aurrean errepidearen ondoan Plaza dorrea Artibaien meandroak sortutako penintsularen gainean Iturri batzuen arabera XVI mendekoa beste batzuek 1704 eta 1796 urteen artean eginikoa dela diote 1991ean berriztua zegoen eta Gaytan de Ayala familiarena zen Plaza errota 1745ean Santo Domingoko bizkondearen jabetzakoa zen bertan bizi zen bera baita Jose Idueta errenteroa 1799an Pablo Goitia zen errotako errentero 760 errealeko errentarekin Plaza barri  Bestelako jakingarriak  1704 urtean Bartolome Ibarra zen etxearen jabea 1745etik aurrera berriz Santo Domingoko bizkondearen jabetzako bezala agertzen da eta errenteroak bizi dira bertan Martin Urkiaga 1745 Jose Maria Salegi 1826 1991 urtean Valle Lersundi familiakoek erabiltzen zuten udaldian batez ere Familia horren kideak dira Alderdi Popularreko De Palacio ahizpak etxeari atxikimendu handia erakutsi izan diotenak Ana de Palacio Loyola de Palacio 2006ean hil zenean bere hilkapera bertan ezarri zen  Erreferentziak   Kanpo estekak 
817,"Paint udalerria, Highland konderria",Paint udalerria Ameriketako Estatu Batuetako Ohio estatuko udalerri bat da Highland konderrian Azken zentsuaren arabera 4850 biztanle zituen 586 milia karratu 152 km2 eremuan  Ekonomia  2020ko zentsuaren arabera Paint udalerriak 1635 etxebizitza zeuden Per capita dirusarrerak 19111 estatubatuar dolar ziren  Kanpo estekak 
818,Coulombs (Eure eta Loir),Coulombs Frantziako udalerria da Eure eta Loir departamenduan dagoena ErdialdeaLoira Harana eskualdean 2013an 1455 biztanle zituen  Demografia   Biztanleria  2007an Coulombs udalerrian erroldatutako biztanleak 1305 ziren Familiak 499 ziren horien artean 114 pertsona bakarrekoak ziren 69 bakarrik bizi ziren gizonak eta 45 bakarrik bizi ziren emakumeak 170 semealabarik gabeko familiak ziren 187 semealabak dituzten bikoteak ziren eta 28 semealabak dituzten gurasobakarreko familiak ziren Biztanleriak denboran ondorengo grafikoan ageri den bilakaera izan du Ikus jatorrizko Wikidatako eskaera eta iturriak  Etxebizitza  2007an 625 etxebizitza zeuden 516 familiaren etxebizitza nagusia ziren 68 bigarren erresidentzia ziren eta 41 hutsik zeuden 559 etxeak ziren eta 60 apartamentuak ziren 516 etxebizitza nagusietatik 437 bere jabearen bizilekua ziren 70 alokairuan okupaturik zeuden eta 9 doan lagata zeuden 12 etxek gela bat zuten 29 etxek bi zituzten 71 etxek hiru zituzten 141 etxek lau zituzten eta 263 etxek bost zituzten 401 etxek euren parking plaza propioa zuten azpian 203 etxetan ibilgailu bat zegoen eta 265 etxetan bat baino gehiago zituzten  Biztanleriapiramidea  2009an sexu eta adinaren araberako biztanleriapiramidea hau zen  Ekonomia  2007an lan egiteko adina zuten pertsonak 873 ziren horien artean 658 aktiboak ziren eta 215 inaktiboak ziren 658 pertsona aktiboetatik 614 lanean zeuden 323 gizon eta 291 emakume eta 43 langabezian zeuden 21 gizon eta 22 emakume 215 pertsona inaktiboetatik 69 erretiraturik zeuden 81 ikasten zeuden eta 65 bestelako inaktibo gisa sailkaturik zeuden  Diru sarrerak  2009an Coulombs udalerrian 542 unitate fiskal zeuden 1386 pertsonek osaturik Pertsona bakoitzeko dirusarrera fiskalaren mediana urteko 21950 euro zen  Ekonomia jarduerak  2007an zeuden 47 komertzioetatik 1 janari enpresa zen 5 bestelako produktu industrialen fabrikazioko enpresak ziren 9 eraikuntza enpresak ziren 8 ibilgailuen saltze eta konpontze enpresak ziren 2 garraio enpresak ziren 4 ostalaritza eta jatetxe enpresak ziren 5 informazio eta komunikazio enpresak ziren 1 higiezinen enpresa zen 9 zerbitzu enpresak ziren eta 3 administrazio publikoko enpresak ziren2009an zeuden norbanakoentzako 15 zerbitzu publikoetatik 2 ibilgailuen konpontzeko eta nekazaritza tresnetako lantokiak ziren 1 margolaria 2 zurginak 2 iturginak 4 argiketariak 1 eraikuntza enpresa 2 jatetxeak eta 1 higiezinen agentzia2009an zeuden 2 establezimendu komertzialetatik 1 120 m2 baino gehiagoko denda zen eta 1 okindegia zen2000 urtean Coulombs udalerrian 8 nekazaritzaustiategi zeuden  Hezkuntza eta osasun ekipamenduak  2009an haureskola 1 eta lehenhezkuntzako eskola 1 zegoen  Gertuen dauden herriak  Diagrama honek gertuen dauden herriak erakusten ditu  Erreferentziak   Kanpo estekak  FrantsesezRésumé statistique INSEEren udalerriko estatistiken laburpena FrantsesezÉvolution et structure de la population INSEEren udalerriko datuen fitxa FrantsesezFrance par comune Frantziako udalerri guztietako datu zehatzak mapa baten bitartez eskuragarri
819,Pianako kalatuak,Pianako kalatuak korsikeraz E Calanche di Piana Korsikako mendebaldeko kostaldean dagoen Piana udalerriko kalatuak dira Ajaccio eta Calvi arteko bidean kokatuak UNESCOk Portoko golkoa Girolatako golkoa eta Scandolako erreserbarekin batera Gizateriaren Ondaretzat hartu zituen 1983an  Kanpo estekak 
820,San Jose baseliza (Tafalla),San Jose baseliza Nafarroa Garaiko Erdialdea eskualdeko Tafalla udalerrian kokatutako XIX mendeko kristiau baseliza bat da  Historia  1879koa da eta hiru ataleko habeartea du burualde poligonala eta goikorua oinaldean eta bi kapera txiki ditu atxikita bi aldeetan Estalkia laua da kaperetan eta gurutzeganga beheratua du habeartean pilareen gainean eta gailonatua Kapera Nagusian Hormek kontrahorma finez artikulatutako harlandu txikiak dituzte Oinaldean erdipuntuko arku sinple bat irekitzen da eta bere gainean arrosaleiho biribil handi bat Leihoak ere erdipuntukoak dira Kanpaihorma soil batek fatxada errematatzen du  Erreferentziak  Nafarroako Entziklopedia Handia  TAFALLA Noiz kontsultatua 20220201  Ikus gainera  Tafalla Erdialdea  Kanpo estekak 
821,Babruisk,Babruisk bielorrusieraz Бабруйск Babrujsk errusieraz Бобруйск polonieraz Bobrujsk yiddishez Bobroisk באברויסק lituanieraz Babruiskas Bielorrusiako hiria da Mahiliouko oblastan dagoena  Erreferentziak   Kanpo estekak 
822,NGC 6122,NGC 6122 galaxia bat da Corona Borealis konstelazioan Guillaume Bigourdanek aurkitu zuen 1886ko maiatzaren 6an  Erreferentziak   Kanpo estekak  NGC 6122 ikusi WikiSky webgunean DSS2 SDSS GALEX IRAS Hydrogen α XRay Astrophoto Sky Map Artikuluak eta irudiak Behaketa datuak
823,Puntius sophore,Puntius sophore Puntius generoko animalia da Arrainen barruko Actinopterygii klasean sailkatzen da Cyprinidae familian  Banaketa   Erreferentziak   Ikus gainera  Puntius Cyprinidae  Kanpo estekak  FhisBaseorg
824,Cryptoblepharus megastictus,Cryptoblepharus megastictus Cryptoblepharus generoko animalia da Narrastien barruko Scincidae familian sailkatuta dago  Erreferentziak   Ikus gainera  Cryptoblepharus Scincidae  Kanpo estekak  TIGR Reptile Database in Species 2000 and ITIS Catalogue of Life 2011 Annual Checklist
825,Vicente Sampedro,Vicente Sampedro Guillamón Castelló de la Plana 1947 espainiar abokatu eta politikari ohia da Zentro Demokratikoaren Batasunari lotua Errioxako eta 1981 eta 1982 artean Bizkaiko gobernadore zibila izan zen Gero politika utzi eta zuzenbideari ekin zion  Erreferentziak 
826,Carvalhos (Minas Gerais),Carvalhos Brasilgo udalerri bat da Minas Gerais estatuan kokatua 4422 biztanle ditu 282254 km²ko eremuan  Ikus gainera  Minas Gerais  Kanpo estekak 
827,Kerodon rupestris,Kerodon rupestris Kerodon generoko animalia da Karraskarien barruko Hydrochoerinae azpifamilia eta Caviidae familian sailkatuta dago  Erreferentziak   Ikus gainera  Kerodon Caviidae  Kanpo estekak  Kerodon rupestrisri buruzko informazioa Mammals of The World datubasean
828,Leptoceras,Leptoceras ongi ezagunak diren ammonite izeneko zefalopodoen artean genero fosil bat da Kretazeoan bizi ziren Berriasiarretik Valanginiarrera  hau da orain dela 140 milioi urte inguru  Erreferentziak   Kanpo estekak 
829,Kenji Tochio,Kenji Tochio japonieraz 橡尾 健次 1941eko maiatzaren 26a   Japoniako futbolaria da  Selekzio nazionala   Kanpo loturak  National Football Teams Japan National Football Team Database
